N,종목명,현재가,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1468,KODEX 밸류Plus,"10,300",0,62,600,0.00,"1,501",N/A,N/A
1469,KBSTAR KRX국채선물3년10년스티프너,"51,445",0,62,120,0.00,2,N/A,N/A
1470,TIGER 방송통신,"9,050",0,62,680,0.00,"74,639",N/A,N/A
1471,KBSTAR Fn K-뉴딜디지털플러스,"12,155",0,61,500,0.00,142,N/A,N/A
1472,ARIRANG 코스피중형주,"12,105",0,61,500,0.00,62,N/A,N/A
1473,파워 중기국고채,"100,855",0,61,60,0.00,0,N/A,N/A
1474,흥국화재2우B,"39,000","5,000",60,154,1.24,"16,870",111.75,N/A
1475,대신 인버스 아연선물 ETN(H),"8,530",0,60,700,0.00,0,N/A,N/A
1476,TRUE 인버스 2X HSCEI ETN(H),"5,970",0,60,"1,000",0.00,237,N/A,N/A
1477,KBSTAR KRX국채선물3년10년플래트너,"49,480",0,59,120,0.00,"2,002",N/A,N/A
1478,KINDEX Fn성장소비주도주,"7,380",0,59,800,0.00,101,N/A,N/A
1479,TIGER 모멘텀,"24,550",0,59,240,0.00,61,N/A,N/A
1480,KODEX MSCI EM선물(H),"10,680",0,59,550,0.00,436,N/A,N/A
1481,TIGER 국채선물10년인버스,"48,700",0,58,120,0.00,30,N/A,N/A
1482,KBSTAR KRX국채선물3년10년플래트너2X,"48,525",0,58,120,0.00,2,N/A,N/A
1483,ARIRANG KRX300헬스케어,"12,360",0,57,460,0.00,511,N/A,N/A
1484,성문전자우,"9,460",500,57,600,2.27,"10,785",-197.08,N/A
1485,흥국 S&P코리아로우볼,"11,770",0,56,480,0.00,"12,857",N/A,N/A
1486,코리아써키트2우B,"7,190",500,56,784,0.03,378,17.00,N/A
1487,HANARO 코스닥150선물레버리지,"11,230",0,56,500,3.12,"7,513",N/A,N/A
1488,KBSTAR 미국장기국채선물(H),"11,175",0,56,500,0.00,67,N/A,N/A
1489,KODEX WTI원유선물인버스(H),"9,610",0,55,575,0.00,"11,611",N/A,N/A
1490,KBSTAR 200고배당커버드콜ATM,"7,785",0,54,700,0.00,85,N/A,N/A
1491,진흥기업우B,"6,260",500,54,857,0.07,"6,081",45.04,N/A
1492,TIGER S&P글로벌인프라(합성),"10,630",0,53,500,0.00,202,N/A,N/A
1493,KBSTAR 헬스케어,"15,005",0,53,350,0.00,"1,113",N/A,N/A
1494,KODEX 미국달러선물인버스2X,"9,900",0,52,530,0.00,"9,860",N/A,N/A
1495,신한 인버스 2X 금 선물 ETN,"5,180",0,52,"1,000",0.00,"1,886",N/A,N/A
1496,신한 인버스 브렌트원유 선물 ETN(H),"5,170",0,52,"1,000",0.00,33,N/A,N/A
1497,KBSTAR 코스닥150선물인버스,"5,130",0,51,"1,000",0.10,"54,030",N/A,N/A
1498,ARIRANG 글로벌MSCI(합성 H),"17,050",0,51,300,0.00,84,N/A,N/A
1499,KINDEX 필리핀MSCI(합성),"12,775",0,51,400,0.00,51,N/A,N/A
1500,KBSTAR 수출주,"12,765",0,51,400,0.00,290,N/A,N/A
1501,KINDEX 차이나항셍테크,"10,190",0,51,500,10.03,"1,204",N/A,N/A
1502,KODEX 국채선물3년인버스,"49,740",0,51,102,0.00,0,N/A,N/A
1503,ARIRANG KS로우사이즈가중TR,"16,775",0,50,300,0.00,9,N/A,N/A
1504,KODEX 미국달러선물인버스,"10,225",0,50,490,0.00,46,N/A,N/A
1505,ARIRANG 코스닥150선물인버스,"7,705",0,50,650,0.00,"42,738",N/A,N/A
1506,KBSTAR 200에너지화학,"13,840",0,50,360,0.00,"1,343",N/A,N/A
1507,KINDEX 국채선물3년인버스,"99,425",0,50,50,0.00,0,N/A,N/A
1508,TIGER K게임,"12,320",0,49,400,0.00,"3,613",N/A,N/A
1509,SMART 중국본토 중소형 CSI500(합성 H),"5,440",0,49,900,0.00,"1,223",N/A,N/A
1510,KBSTAR 차이나HSCEI(H),"12,175",0,49,400,0.00,2,N/A,N/A
1511,KINDEX 국채선물10년인버스,"96,300",0,48,50,0.00,0,N/A,N/A
1512,KBSTAR 200중공업,"10,440",0,48,460,0.00,"11,456",N/A,N/A
1513,TIGER 금속선물(H),"6,740",0,47,700,0.00,"4,083",N/A,N/A
1514,KODEX 미국채울트라30년선물인버스(H),"7,860",0,47,600,0.00,256,N/A,N/A
1515,ARIRANG KS퀄리티가중TR,"15,605",0,47,300,0.00,8,N/A,N/A
1516,KOSEF 코스닥150선물인버스,"8,805",0,47,530,0.00,"5,004",N/A,N/A
1517,TRUE 인버스 나스닥 100 ETN,"4,600",0,46,"1,000",0.00,"14,949",N/A,N/A
1518,ARIRANG 200동일가중,"11,155",0,45,400,0.00,46,N/A,N/A
1519,KBSTAR 200생활소비재,"8,825",0,44,500,0.00,271,N/A,N/A
1520,미래에셋 인버스 전기전자 Core5 ETN,"2,185",0,44,"2,000",0.00,"2,173",N/A,N/A
1521,동양우,"7,070",500,44,618,0.30,"1,717",-72.14,N/A
1522,QV 인버스 레버리지 S&P500 ETN,"2,175",0,44,"2,000",0.00,28,N/A,N/A
1523,TIGER 200 산업재,"6,550",0,43,660,0.00,678,N/A,N/A
1524,KODEX 멀티에셋하이인컴(H),"10,570",0,42,400,0.00,943,N/A,N/A
1525,ARIRANG ESG우수기업,"9,320",0,42,450,0.00,992,N/A,N/A
1526,KBSTAR 미국장기국채선물인버스(H),"8,355",0,42,500,0.00,123,N/A,N/A
1527,KOSEF 200선물인버스,"5,000",0,41,820,1.27,894,N/A,N/A
1528,진흥기업2우B,"13,800",500,41,295,1.23,340,99.28,N/A
1529,KBSTAR 국채선물10년인버스,"47,985",0,40,84,0.00,2,N/A,N/A
1530,동양2우B,"13,050",500,40,309,0.00,"3,694",-133.16,N/A
1531,TIGER 200 생활소비재,"11,580",0,39,340,0.00,641,N/A,N/A
1532,ARIRANG S&P글로벌인프라,"11,250",0,39,350,0.00,735,N/A,N/A
1533,KODEX China H선물인버스(H),"9,765",0,39,400,0.00,72,N/A,N/A
1534,KBSTAR 차이나H선물인버스(H),"9,590",0,38,400,0.00,23,N/A,N/A
1535,KBSTAR 모멘텀밸류,"15,095",0,38,250,0.00,491,N/A,N/A
1536,TIGER 원유선물인버스(H),"6,735",0,37,550,0.00,"1,810",N/A,N/A
1537,KODEX 골드선물인버스(H),"7,325",0,37,500,0.00,115,N/A,N/A
1538,대신 인버스 니켈선물 ETN(H),"5,230",0,37,700,0.00,18,N/A,N/A
1539,KBSTAR 우량업종,"12,180",0,37,300,0.00,292,N/A,N/A
1540,KBSTAR 미국장기국채선물레버리지(합성 H),"11,995",0,36,300,0.00,0,N/A,N/A
1541,신원우,"38,100",500,35,91,0.60,423,-423.33,N/A
1542,KBSTAR 국채선물10년,"55,055",0,31,56,0.00,7,N/A,N/A
1543,HANARO 단기통안채,"103,030",0,30,29,0.00,0,N/A,N/A
1544,삼성 인버스 2X 구리 선물 ETN(H),"2,985",0,30,"1,000",0.00,"19,492",N/A,N/A
1545,신한 인버스 2X 구리 선물 ETN,"2,750",0,28,"1,000",0.00,"37,326",N/A,N/A
1546,KBSTAR 200철강소재,"9,790",0,27,280,0.00,"5,165",N/A,N/A
1547,ARIRANG 코스닥150,"13,350",0,27,200,0.00,"2,412",N/A,N/A
1548,ARIRANG KRX300IT,"18,855",0,26,140,0.00,8,N/A,N/A
1549,KBSTAR 200금융,"8,750",0,26,300,0.00,"1,839",N/A,N/A
1550,대신 인버스 철광석 선물 ETN(H),"1,290",0,26,"2,000",0.00,"29,175",N/A,N/A
1551,KBSTAR 200건설,"12,215",0,24,200,0.00,"1,990",N/A,N/A
1552,동양3우B,"26,200",500,24,90,1.11,112,-267.35,N/A
1553,KBSTAR 200경기소비재,"11,350",0,23,200,0.00,159,N/A,N/A
1554,KBSTAR 미국장기국채선물인버스2X(합성 H),"6,700",0,20,300,0.00,"3,281",N/A,N/A
1555,TIGER 대형가치,"12,730",0,19,150,0.00,56,N/A,N/A
1556,TIGER 중소형가치,"12,380",0,19,150,0.00,"1,313",N/A,N/A
1557,KBSTAR 팔라듐선물인버스(H),"4,195",0,17,400,0.00,938,N/A,N/A
1558,KBSTAR 200산업재,"11,695",0,14,120,0.00,81,N/A,N/A
1559,TIGER 대형성장,"12,865",0,13,100,0.00,10,N/A,N/A
1560,TIGER 중소형성장,"11,325",0,11,100,0.00,760,N/A,N/A
1561,TIGER 베타플러스,"19,885",0,8,40,0.00,4,N/A,N/A
1562,KBSTAR 중소형모멘텀밸류,"13,035",0,7,50,0.00,1,N/A,N/A
1563,KBSTAR 중소형모멘텀로우볼,"10,645",0,5,50,0.00,4,N/A,N/A
